_id,isPb,wpm,acc,rawWpm,consistency,charStats,mode,mode2,quoteLength,restartCount,testDuration,afkDuration,incompleteTestSeconds,punctuation,numbers,language,funbox,difficulty,lazyMode,blindMode,bailedOut,tags,timestamp
68bf1c19dcd5c426fed4c9cf,,90.4,98.28,90.4,70.95,56;0;0;0,words,10,-1,0,7.43,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355033000
68bf1c0edcd5c426fed4c92c,,82.61,94.23,93.62,78.03,45;2;0;0,words,10,-1,0,6.54,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355022000
68bf1c04dcd5c426fed4c894,,49.49,87.14,52.84,49.01,59;0;1;0,words,10,-1,0,14.31,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355012000
68bf1bf2dcd5c426fed4c787,,64.93,89.66,64.93,61.48,52;0;0;0,words,10,-1,0,9.61,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757354994000
68bf1be4dcd5c426fed4c6c4,,99.48,100,99.48,79.73,49;0;0;0,words,10,-1,0,5.91,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757354980000
68bf1bdbdcd5c426fed4c65b,,80.26,93.33,88.09,59.41,41;2;0;1,words,10,-1,0,6.13,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757354971000
68bf1bd2dcd5c426fed4c5ce,,64.66,92.45,78.2,76.51,43;2;0;0,words,10,-1,0,7.98,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757354962000
68bf1bc3dcd5c426fed4c4f0,,83.23,100,83.23,87.08,54;0;0;0,words,10,-1,0,7.79,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757354947000
68bf1bb8dcd5c426fed4c466,,61.46,86.96,81.34,73.63,34;1;2;0,words,10,-1,1,6.64,0,9.33,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757354936000
68bf1b9bdcd5c426fed4c2bf,,63.38,93.1,68.26,67.41,52;1;0;1,words,10,-1,1,9.85,0,6.91,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757354907000
68bf1b75dcd5c426fed4c0bb,,99.7,100,99.7,78.99,53;0;0;0,words,10,-1,0,6.38,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757354869000
